npi,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,program_year,payment_type,product_category,transaction_count,total_payment,avg_payment
1790819449,"Wielhouwer, Eric James",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.320000000,19.320000000
1770104366,"Collins, Kaitlyn Ann",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,19.320000000,19.320000000
1912415985,"Ward, Erin Elizabeth",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.320000000,19.320000000
1437193794,"Mian, Saadia Rafiq",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,19.320000000,19.320000000
1851055776,"May, Laura L",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Rybelsus,1,19.320000000,19.320000000
1841707106,"Hayden, Erin Nichole",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,1,19.310000000,19.310000000
1326020777,"Nichols, Michael W",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,1,19.310000000,19.310000000
1457664708,"Geevarghese, Roby J",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,1,19.310000000,19.310000000
1891777249,"Buchanan, Joel E",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,1,19.310000000,19.310000000
1831787530,"Nate, Hollie ",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,1,19.300000000,19.300000000
1851770465,"Benson, Daniel K",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,1,19.300000000,19.300000000
1154617017,"Hudson, Jennifer Lynn",Obstetrics/Gynecology,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),2020,Food and Beverage,Ozempic,1,19.300000000,19.300000000
1194075002,"Hamel, Katrina Celeste",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2021,Food and Beverage,Rybelsus,1,19.280000000,19.280000000
1831282706,"Siddique, Naveed ",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,1,19.270000000,19.270000000
1568573012,"Nyenhuis, Brenda Sue",Nurse - Nurse Practitioner,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),2022,Food and Beverage,Ozempic,1,19.270000000,19.270000000
1396856910,"Carlson, Robert Troy",Family Practice,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),2022,Food and Beverage,Ozempic,1,19.270000000,19.270000000
1386746725,"Murray, Elise E",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Other Novo Products,1,19.270000000,19.270000000
1710118633,"Ahmad, Farrah Faisal",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,1,19.270000000,19.270000000
1942308077,"Ghazizadeh, Fariba ",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,1,19.260000000,19.260000000
1396868618,"Jones, Jacqueline S",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,1,19.250000000,19.250000000
1235678038,"Sharp, Brittany Lynn",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,1,19.250000000,19.250000000
1578043683,"Rex, English Holly",Nurse - Nurse Practitioner,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2023,Food and Beverage,Rybelsus,1,19.250000000,19.250000000
1578043683,"Rex, English Holly",Nurse - Nurse Practitioner,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2022,Food and Beverage,Rybelsus,1,19.250000000,19.250000000
1124056643,"Wright, Terrence Patrick",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.240000000,19.240000000
1073269445,"Powell, Michelle Lynn",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Ozempic,1,19.240000000,19.240000000
1629353974,"Wiltshire, Ann Marie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.240000000,19.240000000
1679543292,"Gradis, Glenn A",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Other Novo Products,1,19.240000000,19.240000000
1386072825,"Abbott, Stephanie ",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.240000000,19.240000000
1548481179,"Perry, Jill Marjorie",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.240000000,19.240000000
1164495313,"Grodman, Robert Stuart",Cardiology - Cardiologist,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Food and Beverage,Ozempic,1,19.230000000,19.230000000
1467569475,"Langerak, Bruce Alan",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,1,19.230000000,19.230000000
1790854834,"Yonker, Erika Jeanne",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,1,19.230000000,19.230000000
1134287592,"Schramm, Danielle Marie",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,1,19.230000000,19.230000000
1275537011,"Bilisko, Thomas V",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,1,19.230000000,19.230000000
1710541404,"Hofman, Michael Kenneth",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,1,19.230000000,19.230000000
1982676433,"Anton, Salwan Paul",Cardiology - Cardiologist,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Food and Beverage,Ozempic,1,19.230000000,19.230000000
1295788552,"Brouwer, Elizabeth ",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,1,19.230000000,19.230000000
1033108329,"Hamersma, John W",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,1,19.230000000,19.230000000
1093715013,"Johnson, Brent M",Physician Assistant,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2023,Food and Beverage,Rybelsus,1,19.220000000,19.220000000
1972567113,"Calado, John Benedict",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Rybelsus,1,19.220000000,19.220000000
1851345466,"Lawrence, Willie E",Cardiology - Cardiologist,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2024,Food and Beverage,Wegovy,1,19.220000000,19.220000000
1417358995,"Madison, Angelique Y",Nurse - Nurse Practitioner,Corewell Health Watervliet Hospital (FKA Spectrum Health Lakeland Watervliet Hospital),2024,Food and Beverage,Wegovy,1,19.220000000,19.220000000
1053725267,"Nearpass, Erika Suzanne",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Rybelsus,1,19.220000000,19.220000000
1982698353,"Skallerup, John F",Cardiology - Cardiologist,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2023,Food and Beverage,Rybelsus,1,19.220000000,19.220000000
1811488927,"Schachermeyer, David J",Family Practice,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2023,Food and Beverage,Rybelsus,1,19.210000000,19.210000000
1477553816,"Cooney, John Patrick",Family Practice,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2023,Food and Beverage,Rybelsus,1,19.210000000,19.210000000
1679023964,"Vanderhoof, Sarah Rose",Physician Assistant,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),2024,Food and Beverage,Rybelsus,1,19.200000000,19.200000000
1578948220,"Alhaider, Eaman ",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Wegovy,1,19.200000000,19.200000000
1902465743,"Gardner, Jerod Robert",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2024,Food and Beverage,Rybelsus,1,19.200000000,19.200000000
1538102454,"Baker, Carol L",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2020,Food and Beverage,Ozempic,1,19.200000000,19.200000000
1033771191,"Wagar, Zachary Lee",Family Practice,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),2024,Food and Beverage,Rybelsus,1,19.200000000,19.200000000
1316067895,"Berry, Hadi ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Wegovy,1,19.180000000,19.180000000
1568413367,"Jurasek, Henry Michael",Family Practice,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2023,Food and Beverage,Wegovy,1,19.160000000,19.160000000
1861727695,"Hauser, Brianne Michelle",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Wegovy,1,19.160000000,19.160000000
1053960807,"Witte, Julia Ann",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Other Novo Products,1,19.160000000,19.160000000
1154701985,"Saco, Raid ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Wegovy,1,19.160000000,19.160000000
1770936692,"Yeboah, Bavithira Abivarshia",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2022,Food and Beverage,Ozempic,1,19.150000000,19.150000000
1396856118,"Hood, Heidi ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Ozempic,1,19.140000000,19.140000000
1083681365,"Knight, Maribeth ",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2021,Food and Beverage,Rybelsus,2,19.130000000,9.565000000
1609851708,"White, Michael M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,3,19.130000000,6.376666667
1003574914,"Jakovac, Erin Marie",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Other Novo Products,1,19.130000000,19.130000000
1184094443,"Ong, Nina Nay",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,1,19.110000000,19.110000000
1003393695,"Adegeye, Charmaine ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Rybelsus,1,19.100000000,19.100000000
1942413588,"Redhu Gehlaut, Richa ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2020,Food and Beverage,Rybelsus,1,19.090000000,19.090000000
1689643124,"Naoumi, Manhal H",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Rybelsus,1,19.090000000,19.090000000
1013597004,"Kranz, Zachary ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,1,19.090000000,19.090000000
1912250861,"Nixon, Amanda K",Physician Assistant,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),2022,Food and Beverage,Rybelsus,1,19.080000000,19.080000000
1205477924,"Mette, Samantha ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.080000000,19.080000000
1124105341,"Sanghi, Vinod Bihari",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,1,19.080000000,19.080000000
1386696664,"Millett, John Bevan",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2020,Food and Beverage,Other Novo Products,2,19.080000000,9.540000000
1437693660,"Fournier, Leidy Laura",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Ozempic,1,19.070000000,19.070000000
1124056643,"Wright, Terrence Patrick",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Wegovy,1,19.060000000,19.060000000
1053349993,"Vanwingen, Jeffrey Joseph",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Wegovy,1,19.060000000,19.060000000
1548481179,"Perry, Jill Marjorie",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Wegovy,1,19.060000000,19.060000000
1629353974,"Wiltshire, Ann Marie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Wegovy,1,19.060000000,19.060000000
1609851153,"Tynes, Donald J",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2024,Food and Beverage,Rybelsus,1,19.050000000,19.050000000
1386072825,"Abbott, Stephanie ",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Wegovy,1,19.050000000,19.050000000
1982795126,"Toma, Nabeel S",Pediatric Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,1,19.030000000,19.030000000
1609054899,"Dlewati, Abdallah ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Ozempic,1,19.030000000,19.030000000
1982605739,"Clark, William A",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Rybelsus,1,19.020000000,19.020000000
1356444376,"Bortman, Howard Steven",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Other Novo Products,1,19.020000000,19.020000000
1215248646,"Guo, Xiaonan Mia",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Other Novo Products,1,19.020000000,19.020000000
1548098569,"Uddin, Shahrin ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Other Novo Products,1,19.020000000,19.020000000
1336175512,"Syriac, Jane K",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,2,19.010000000,9.505000000
1477726917,"Shen, Josefina Diaz",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,1,19.000000000,19.000000000
1902459134,"Hagen, Amber ",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Wegovy,1,18.990000000,18.990000000
1124184460,"Gibbons, Lindsay R",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Rybelsus,1,18.990000000,18.990000000
